Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Expected Loss (in Rs.)
8939,1.45,36.48,0.0009,82.89359999999999
8940,9.53,6.55,0.0004,356.2314
8941,16.36,0.35,0.0098,15976.685200000002
8942,22.67,3.15,0.0011,2415.1484500000006
8943,8.59,36.14,0.0047,2578.21978
8944,5.43,23.23,0.0068,2834.65548
8945,22.74,17.66,0.0025,4681.0289999999995
8946,20.66,6.13,0.0063,12217.93146
8947,23.81,26.81,0.0097,16903.74283
8948,8.04,33.09,0.0088,4734.01632
8949,5.21,27.96,0.0015,562.9926
8950,8.47,30.5,0.0072,4238.388000000001
8951,0.07,21.41,0.007,38.50910000000001
8952,1.91,4.79,0.0014,254.59153999999995
8953,11.4,8.76,0.0007,728.0952000000001
8954,24.57,5.23,0.0073,16998.04197
8955,10.59,7.27,0.0083,8150.688810000001
8956,12.59,13.09,0.0098,10723.12962
8957,19.31,37.04,0.0057,6929.8183199999985
8958,21.78,38.04,0.0044,5937.75072
8959,21.34,38.11,0.0058,7660.24908
8960,4.66,15.13,0.0091,3598.9972200000007
8961,15.37,32.48,0.0067,6953.1420800000005
8962,5.84,12.31,0.01,5121.096
8963,5.63,15.26,0.0035,1669.8017000000002
8964,10.15,35.18,0.0002,131.5846
8965,5.11,0.46,0.007,3560.5458
8966,19.01,31.47,0.0085,11073.420050000002
8967,9.87,7.43,0.0025,2284.16475
8968,20.32,13.12,0.0043,7591.22688
8969,13.86,36.75,0.0093,8152.7985
8970,15.42,29.04,0.0059,6455.798880000001
8971,1.25,22.72,0.0044,425.0400000000001
8972,7.3,5.83,0.0047,3230.9727
8973,13.96,27.51,0.0063,6375.350520000001
8974,14.86,24.24,0.0059,6642.18224
8975,21.93,11.0,0.0016,3122.832
8976,16.74,11.75,0.0045,6647.8725
8977,20.98,14.12,0.0024,4324.229759999999
8978,12.58,33.87,0.0093,7736.813219999999
8979,23.14,13.33,0.0008,1604.43504
8980,9.0,0.92,0.0011,980.892
8981,15.11,30.05,0.0073,7715.69485
8982,10.97,21.1,0.003,2596.5989999999997
8983,24.11,16.71,0.0079,15864.163010000002
8984,11.33,22.65,0.006,5258.253000000001
8985,7.52,9.21,0.0007,477.91855999999996
8986,7.99,7.61,0.0073,5388.83153
8987,19.73,26.5,0.0086,12471.333
8988,15.19,22.76,0.0051,5983.705559999999
8989,9.35,7.04,0.0009,782.2583999999998
8990,5.29,13.84,0.0017,774.83688
8991,2.0,17.09,0.0017,281.894
8992,20.94,23.67,0.0071,11348.286420000002
8993,3.66,26.34,0.0038,1024.46328
8994,9.7,12.07,0.0027,2302.8867
8995,14.16,35.42,0.0047,4297.9281599999995
8996,4.52,28.18,0.0066,2142.5342399999995
8997,17.39,30.69,0.0015,1807.9513500000003
8998,6.12,24.74,0.0055,2533.2516
8999,12.2,4.68,0.0002,232.58079999999998
9000,22.63,27.64,0.0089,14573.810519999999
9001,18.36,22.86,0.0082,11613.581280000002
9002,3.12,19.42,0.002,502.8192000000001
9003,1.41,13.27,0.0041,501.38613000000004
9004,3.74,29.43,0.0015,395.89770000000004
9005,0.02,22.3,0.006,9.324000000000002
9006,13.43,20.98,0.0045,4775.5737
9007,23.86,9.78,0.0015,3228.9738000000007
9008,14.21,22.31,0.0041,4526.29709
9009,7.81,13.58,0.0048,3239.712959999999
9010,8.84,24.0,0.0071,4770.064
9011,17.68,29.13,0.0087,10900.939919999999
9012,7.98,11.99,0.0042,2949.74316
9013,24.25,17.55,0.0002,399.8825
9014,24.39,15.77,0.0081,16640.39457
9015,20.25,21.71,0.0059,9353.69775
9016,23.56,6.33,0.0034,7503.341679999999
9017,3.13,6.32,0.0038,1114.22992
9018,6.6,10.61,0.0006,353.98439999999994
9019,9.91,13.19,0.0017,1462.48807
9020,23.68,14.43,0.0075,15197.232
9021,1.61,22.65,0.0076,946.4546
9022,2.85,25.43,0.0034,722.5832999999999
9023,13.14,2.59,0.0097,12415.683780000001
9024,6.2,6.69,0.0032,1851.2704
9025,2.9,4.84,0.0092,2538.8687999999997
9026,0.5,10.22,0.0026,116.71399999999998
9027,1.19,6.18,0.0029,323.77281999999997
9028,9.69,18.48,0.0082,6477.416160000001
9029,10.68,25.48,0.0004,318.34943999999996
9030,6.87,13.9,0.0038,2247.7266
9031,20.13,21.81,0.0077,12119.52819
9032,2.17,20.86,0.0022,377.8143600000001
9033,2.13,24.31,0.0064,1031.80608
9034,24.98,26.08,0.006,11079.129600000002
9035,24.13,1.26,0.0044,10483.42328
9036,16.22,28.2,0.009,10481.363999999998
9037,6.83,36.7,0.0023,994.3797000000001
9038,0.31,27.66,0.0027,60.54858000000001
9039,8.53,30.89,0.0083,4892.91889
9040,7.13,25.86,0.0032,1691.5782400000003
9041,24.92,15.5,0.0056,11792.144
9042,19.22,20.08,0.0053,8141.13072
9043,14.97,13.86,0.0004,515.80632
9044,14.91,19.21,0.0011,1325.03679
9045,10.05,11.8,0.0085,7534.4850000000015
9046,5.53,27.18,0.0036,1449.7005600000002
9047,17.28,37.41,0.0018,1946.79936
9048,17.62,17.8,0.0046,6662.4744
9049,17.86,33.23,0.008,9540.0976
9050,13.83,22.16,0.0025,2691.318
9051,19.8,5.26,0.0014,2626.1928000000003
9052,9.62,39.33,0.0047,2743.1333799999998
9053,24.43,13.18,0.0073,15483.39198
9054,19.78,9.35,0.0017,3048.1969
9055,20.81,10.26,0.0076,14192.919439999998
9056,5.78,0.1,0.0093,5370.0246
9057,22.19,24.42,0.0015,2515.6803
9058,8.89,17.8,0.0096,7015.276800000001
9059,16.63,25.86,0.0066,8137.45812
9060,14.56,2.85,0.0079,11174.581600000001
9061,1.65,13.92,0.007,994.2239999999999
9062,14.68,12.04,0.009,11621.275199999998
9063,22.79,10.09,0.0051,10450.14939
9064,18.86,18.27,0.0045,6936.425099999999
9065,3.16,22.03,0.0057,1404.39564
9066,21.21,18.13,0.0086,14933.579220000001
9067,8.81,13.39,0.0032,2441.70912
9068,23.9,18.53,0.0098,19081.903399999996
9069,3.99,15.51,0.0089,3000.32439
9070,14.13,34.47,0.0013,1203.72057
9071,13.21,12.67,0.0047,5422.05771
9072,23.2,27.37,0.0063,10615.600799999998
9073,7.18,30.56,0.0071,3539.91232
9074,5.67,17.82,0.0098,4566.41388
9075,12.0,1.79,0.0064,7542.528000000001
9076,4.09,2.79,0.0092,3657.817879999999
9077,1.1,36.89,0.0049,340.16290000000004
9078,23.81,4.39,0.0075,17073.555749999996
9079,14.21,12.56,0.0021,2609.29704
9080,10.54,1.31,0.0059,6137.136339999999
9081,21.02,39.43,0.0043,5474.68002
9082,8.79,25.31,0.0099,6499.598489999999
9083,11.82,3.93,0.0072,8175.94128
9084,10.17,4.97,0.0029,2802.7197899999996
9085,1.33,9.0,0.0029,350.987
9086,19.32,22.66,0.0036,5379.15168
9087,24.32,11.4,0.0083,17884.441600000002
9088,19.96,12.43,0.0057,9963.014040000002
9089,7.88,3.26,0.0014,1067.2356800000002
9090,7.14,12.8,0.0095,5914.776
9091,10.44,20.58,0.0033,2736.17784
9092,16.42,13.09,0.0036,5137.42392
9093,11.09,18.29,0.0095,8608.55705
9094,24.59,30.9,0.0052,8835.6788
9095,2.46,5.81,0.008,1853.6591999999998
9096,17.24,14.63,0.0064,9419.38432
9097,17.25,29.15,0.0013,1588.81125
9098,7.62,10.08,0.0062,4248.18048
9099,16.96,4.44,0.0076,12317.301760000002
9100,15.51,4.95,0.0078,11498.9589
9101,21.67,18.61,0.0019,3351.0704700000006
9102,22.82,20.96,0.0093,16774.34304
9103,17.68,33.62,0.0046,5398.55264
9104,7.44,8.73,0.0039,2648.2903199999996
9105,8.67,34.7,0.0066,3736.5966
9106,7.99,23.34,0.006,3675.0804
9107,7.75,26.8,0.0088,4992.240000000001
9108,4.08,33.06,0.0079,2157.61008
9109,18.97,9.72,0.01,17126.115999999998
9110,20.03,17.49,0.0089,14708.810170000002
9111,3.22,4.14,0.0059,1821.14828
9112,13.94,28.43,0.0058,5786.5776399999995
9113,24.11,25.7,0.0046,8240.315799999998
9114,11.04,0.03,0.0011,1214.03568
9115,21.52,7.37,0.0017,3388.77592
9116,14.66,30.55,0.0026,2647.1562
9117,2.85,7.51,0.0033,869.8684500000002
9118,15.84,3.18,0.0049,7514.781119999999
9119,23.63,31.21,0.0076,12353.85852
9120,21.88,10.63,0.0045,8799.3702
9121,18.01,31.9,0.0054,6622.997400000001
9122,20.64,26.58,0.0074,11213.87712
9123,16.27,17.57,0.0066,8851.49826
9124,5.93,22.34,0.0089,4098.66182
9125,9.27,4.07,0.0061,5424.55371
9126,0.33,20.59,0.0024,62.89272
9127,15.75,7.77,0.0032,4648.392
9128,12.36,16.6,0.0036,3710.9663999999993
9129,8.85,3.3,0.0021,1797.1694999999995
9130,2.51,39.95,0.0051,768.70005
9131,18.61,37.49,0.0084,9771.81324
9132,16.28,16.97,0.0032,4325.53088
9133,13.11,30.69,0.0068,6178.847879999999
9134,10.59,21.45,0.0067,5573.35815
9135,5.52,20.02,0.0063,2781.3844799999997
9136,5.56,34.93,0.0097,3509.3552400000003
9137,19.19,1.57,0.0024,4533.292079999999
9138,3.55,19.39,0.0034,972.9626999999999
9139,8.32,8.23,0.0085,6489.974399999999
9140,3.2,30.87,0.0079,1747.6064000000003
9141,1.34,1.5,0.007,923.9300000000001
9142,22.87,22.26,0.0002,355.58276
9143,3.08,22.6,0.0056,1334.9952
9144,17.49,4.93,0.0038,6318.54234
9145,0.36,10.99,0.002,64.0872
9146,11.36,5.71,0.0099,10604.23056
9147,22.35,34.21,0.0061,8969.47965
9148,11.52,3.11,0.0018,2009.1110399999998
9149,24.49,23.83,0.0074,13803.98442
9150,0.14,19.19,0.0063,71.27442000000002
9151,14.06,36.51,0.0005,446.33470000000005
9152,24.22,2.92,0.0053,12461.77128
9153,11.38,0.9,0.0092,10375.3736
9154,10.38,3.11,0.0004,402.28728000000007
9155,4.17,38.45,0.0099,2540.96865
9156,0.22,30.68,0.0024,36.60096
9157,3.6,20.63,0.0056,1600.0992
9158,12.56,17.35,0.0034,3529.4856
9159,16.48,37.35,0.0021,2168.1912
9160,13.27,25.45,0.0064,6331.3824
9161,3.0,15.56,0.0098,2482.536
9162,20.4,34.81,0.0061,8112.243599999999
9163,8.39,7.86,0.0078,6029.825879999999
9164,19.13,11.79,0.0068,11474.70964
9165,19.2,31.09,0.0033,4366.1376
9166,8.11,5.84,0.0066,5040.00816
9167,4.89,19.68,0.0053,2081.65344
9168,0.2,27.41,0.0003,4.3553999999999995
9169,3.72,20.73,0.0008,235.90752
9170,8.14,5.68,0.007,5374.3536
9171,0.79,4.4,0.005,377.62000000000006
9172,9.61,23.38,0.006,4417.9092
9173,11.78,29.08,0.0018,1503.78768
9174,3.02,38.48,0.0069,1281.9537599999999
9175,9.54,5.35,0.0016,1444.7376
9176,18.09,19.97,0.0099,14332.65273
9177,6.55,3.78,0.0028,1764.6747999999998
9178,18.01,7.62,0.0029,4824.9150199999995
9179,18.35,15.08,0.0053,8258.8946
9180,15.18,39.15,0.0092,8498.0676
9181,7.08,33.87,0.0072,3371.04288
9182,23.07,15.27,0.0063,12314.742929999999
9183,2.96,5.2,0.0092,2581.5935999999997
9184,4.74,14.33,0.0075,3045.5685
9185,23.22,25.73,0.0079,13623.940260000001
9186,7.27,22.78,0.0062,3480.6142799999993
9187,14.23,27.12,0.0099,10267.11576
9188,5.64,12.35,0.0074,3658.1604
9189,7.17,29.79,0.0003,151.02170999999998
9190,24.11,37.91,0.0087,13023.812129999998
9191,20.46,38.92,0.0023,2874.3026400000003
9192,7.12,27.42,0.0006,310.06176
9193,12.82,2.41,0.0042,5254.63596
9194,3.05,26.83,0.0082,1829.9817
9195,13.72,26.52,0.0098,9879.826879999999
9196,18.04,23.0,0.0032,4445.056
9197,15.89,5.41,0.009,13527.3159
9198,21.76,26.95,0.0067,10650.105599999999
9199,21.82,29.14,0.0058,8967.75816
9200,21.63,3.1,0.0063,13204.466100000001
9201,8.91,2.0,0.0081,7072.758
9202,16.39,24.71,0.0056,6910.4173599999995
9203,12.76,13.22,0.0072,7972.652160000001
9204,4.37,22.88,0.0078,2628.7123199999996
9205,5.73,36.61,0.0056,2034.0583200000005
9206,18.81,30.47,0.0017,2223.36081
9207,9.61,27.84,0.0059,4091.39984
9208,24.12,31.38,0.0084,13902.960959999999
9209,23.03,28.58,0.0015,2467.2038999999995
9210,16.37,36.56,0.0055,5711.8204
9211,3.84,31.75,0.0056,1467.648
9212,3.9,11.19,0.0088,3047.9592000000002
9213,23.76,21.15,0.0097,18172.7172
9214,14.2,29.72,0.0065,6486.844
9215,6.99,35.13,0.0011,498.78543
9216,15.01,25.39,0.0092,10303.044119999999
9217,20.2,13.63,0.0019,3314.8805999999995
9218,6.08,33.39,0.0044,1781.9507199999998
9219,2.13,12.96,0.0004,74.15808
9220,12.06,33.15,0.0051,4111.676100000001
9221,6.99,14.13,0.0096,5762.22048
9222,1.84,3.34,0.002,355.70880000000005
9223,2.63,29.41,0.0027,501.25959
9224,22.48,23.65,0.0035,6007.218
9225,13.39,17.84,0.0055,6050.6732
9226,11.95,1.03,0.0047,5558.65005
9227,1.07,25.21,0.0021,168.05313
9228,24.1,9.92,0.0063,13676.846400000004
9229,19.34,13.17,0.0037,6213.3811399999995
9230,5.09,12.43,0.0099,4412.73987
9231,0.17,30.65,0.0013,15.326350000000001
9232,12.05,12.4,0.002,2111.1600000000003
9233,10.39,36.57,0.0022,1449.8829400000002
9234,11.4,13.65,0.0028,2756.292
9235,7.27,37.61,0.0011,498.9328300000001
9236,14.67,11.69,0.0034,4404.72618
9237,7.27,23.98,0.0015,828.9981
9238,17.63,22.14,0.0066,9059.633879999998
9239,0.09,38.95,0.004,21.977999999999998
9240,4.38,1.53,0.0079,3407.2589399999997
9241,21.81,11.62,0.0061,11758.16358
9242,16.75,10.09,0.0064,9638.352
9243,19.16,9.82,0.0004,691.13952
9244,5.4,13.36,0.0019,888.9264000000001
9245,8.35,12.94,0.002,1453.902
9246,14.94,1.46,0.0049,7213.719239999999
9247,4.84,28.15,0.0054,1877.8716000000002
9248,18.86,21.84,0.0053,7812.717279999999
9249,3.84,21.05,0.0058,1758.3744
9250,11.97,29.39,0.0067,5662.851390000001
9251,10.54,15.67,0.0042,3733.1204399999992
9252,18.94,35.06,0.0074,9101.73064
9253,20.36,36.01,0.0016,2084.5382400000003
9254,4.68,7.07,0.0013,565.38612
9255,3.14,0.39,0.0065,2033.0401000000002
9256,5.92,36.53,0.0044,1653.2665600000003
9257,2.85,37.82,0.0049,868.3437
9258,20.38,2.55,0.0072,14299.423199999997
9259,19.59,37.79,0.0099,12065.06961
9260,21.12,8.37,0.0007,1354.65792
9261,4.97,5.22,0.0052,2449.49432
9262,14.31,15.64,0.0001,120.71916000000003
9263,12.54,31.36,0.0086,7402.412159999999
9264,6.28,32.33,0.0072,3059.7667200000005
9265,18.43,33.59,0.0031,3794.2025299999996
9266,18.5,26.55,0.0028,3804.709999999999
9267,15.42,23.26,0.0065,7691.6502
9268,6.06,19.16,0.0071,3478.22184
9269,22.6,35.92,0.0066,9558.172800000002
9270,20.34,15.69,0.0084,14404.869359999997
9271,9.1,17.83,0.0053,3963.0590999999995
9272,7.94,20.43,0.0036,2274.4288800000004
9273,3.93,5.38,0.0005,185.9283
9274,22.33,34.89,0.0091,13230.547330000001
9275,9.48,2.42,0.0082,7585.4788800000015
9276,9.83,4.1,0.0031,2922.3606999999997
9277,9.84,25.67,0.0064,4681.00608
9278,22.97,35.71,0.0068,10041.840839999999
9279,9.87,14.84,0.0023,1933.21716
9280,1.04,7.04,0.0041,396.38144000000005
9281,12.14,12.95,0.0037,3910.1119000000012
9282,8.79,24.81,0.0079,5221.268790000001
9283,12.0,14.95,0.0035,3572.1000000000004
9284,19.45,20.0,0.0015,2334.0
9285,6.71,12.44,0.01,5875.276000000001
9286,21.33,13.28,0.0028,5179.265279999999
9287,19.65,5.7,0.0024,4447.187999999999
9288,14.62,31.46,0.0049,4910.06852
9289,10.71,4.45,0.0037,3786.3598500000003
9290,9.77,19.97,0.0071,5551.4410100000005
9291,22.27,32.85,0.0018,2691.7749
9292,7.24,16.55,0.0007,422.92460000000005
9293,17.75,2.47,0.0044,7617.093
9294,13.53,36.43,0.0091,7826.929109999998
9295,2.91,33.07,0.0093,1811.3265900000001
9296,11.02,28.8,0.0013,1020.0111999999999
9297,21.02,37.6,0.0012,1573.9775999999997
9298,22.26,4.23,0.0004,852.73608
9299,18.2,9.39,0.0051,8410.4202
9300,6.26,11.68,0.0061,3372.5875199999996
9301,13.13,20.04,0.003,3149.6244
9302,21.82,11.53,0.0026,5019.08004
9303,0.01,14.22,0.0028,2.40184
9304,20.89,28.76,0.0073,10863.886279999999
9305,15.84,35.44,0.0002,204.52608
9306,1.88,34.05,0.0085,1053.881
9307,3.65,8.0,0.002,671.6
9308,19.8,19.84,0.0048,7618.4064
9309,18.86,24.73,0.0058,8233.634759999999
9310,3.13,26.6,0.0054,1240.6068
9311,14.38,35.19,0.0088,8201.316640000001
9312,5.18,37.02,0.0049,1598.5583599999995
9313,1.46,1.54,0.0019,273.12804
9314,21.94,5.62,0.0064,13252.462080000001
9315,1.69,17.2,0.0038,531.7416000000001
9316,17.2,5.57,0.0025,4060.49
9317,7.38,5.55,0.0066,4600.4706
9318,6.29,6.07,0.0062,3663.08214
9319,11.45,27.97,0.0059,4865.986649999999
9320,18.99,16.28,0.0085,13513.6638
9321,14.97,25.07,0.0007,785.1914700000001
9322,20.09,4.15,0.0017,3273.5650499999997
9323,13.87,23.8,0.0084,8877.909599999999
9324,4.55,38.04,0.0079,2227.1522
9325,17.89,6.73,0.0093,15517.982789999998
9326,12.37,19.99,0.0083,8214.70671
9327,12.27,31.38,0.0029,2441.7054599999997
9328,16.89,32.59,0.0077,8766.87273
9329,12.57,23.62,0.003,2880.2898
9330,19.12,37.14,0.0001,120.18832000000002
9331,7.73,37.0,0.0094,4577.706
9332,6.27,25.97,0.0059,2738.59179
9333,5.83,19.55,0.0027,1266.36345
9334,22.66,15.52,0.0067,12825.922559999999
9335,24.09,0.17,0.0007,1683.43329
9336,14.08,11.07,0.0072,9015.36768
9337,19.78,20.67,0.0011,1726.0621400000002
9338,24.99,18.59,0.0087,17699.59233
9339,16.6,26.22,0.0066,8083.3368
9340,21.38,31.03,0.0075,11059.3395
9341,23.06,39.34,0.0086,12029.84856
9342,0.16,33.67,0.003,31.8384
9343,13.24,4.65,0.0079,9973.2286
9344,5.72,22.78,0.0006,265.01903999999996
9345,17.36,34.14,0.0024,2743.99104
9346,16.29,21.01,0.0059,7591.807889999999
9347,24.89,12.23,0.007,15292.1671
9348,19.07,3.2,0.0066,12183.4416
9349,13.26,23.7,0.0056,5665.7328
9350,3.62,28.35,0.0097,2515.9180999999994
9351,24.67,17.22,0.0,0.0
9352,6.99,0.04,0.0053,3703.218120000001
9353,17.57,2.63,0.0061,10435.82449
9354,2.72,11.95,0.009,2155.464
9355,15.83,16.63,0.0008,1055.7976800000001
9356,15.06,6.93,0.0055,7708.9881
9357,6.66,10.5,0.009,5364.629999999999
9358,19.18,39.72,0.0062,7168.25648
9359,11.74,30.5,0.0056,4569.2080000000005
9360,2.78,9.02,0.0002,50.58488
9361,11.08,23.61,0.0029,2454.5634800000003
9362,18.87,7.06,0.004,7015.1112
9363,6.88,16.2,0.0077,4439.3888
9364,21.75,31.45,0.0061,9094.871250000002
9365,17.71,36.74,0.0025,2800.8365000000003
9366,7.62,24.61,0.0028,1608.52104
9367,12.57,38.11,0.0033,2567.2590900000005
9368,17.98,5.67,0.0053,8989.08302
9369,5.11,37.03,0.0032,1029.68544
9370,15.6,37.21,0.005,4897.620000000001
9371,9.47,29.17,0.0029,1945.2042899999997
9372,11.21,25.23,0.0013,1089.6232100000002
9373,8.41,20.52,0.0008,534.74144
9374,24.84,33.65,0.0068,11207.311199999998
9375,0.43,22.13,0.0029,97.10388999999998
9376,10.77,33.16,0.0045,3239.4006000000004
9377,9.07,33.3,0.0024,1451.9256
9378,11.88,21.16,0.0006,561.97152
9379,12.52,17.04,0.0055,5712.625599999999
9380,9.07,19.58,0.0042,3063.51948
9381,24.48,23.56,0.003,5613.7536
9382,21.94,38.25,0.0057,7722.331499999998
9383,3.07,5.3,0.0022,639.6038
9384,3.86,26.14,0.0005,142.54979999999998
9385,17.85,25.43,0.0084,11181.0258
9386,8.2,7.54,0.0062,4700.6664
9387,17.9,13.48,0.0014,2168.1911999999998
9388,2.66,34.04,0.0074,1298.3566400000002
9389,14.39,33.47,0.0003,287.21001
9390,19.5,2.26,0.007,13341.51
9391,10.68,37.93,0.0086,5701.00536
9392,13.93,2.86,0.0098,13260.969959999999
9393,20.8,33.9,0.0068,9349.184000000001
9394,24.2,17.09,0.0084,16853.944799999997
9395,10.08,21.65,0.006,4738.607999999999
9396,2.84,34.51,0.0088,1636.7260800000001
9397,20.68,4.19,0.0025,4953.3769999999995
9398,13.11,34.25,0.0062,5344.291499999999
9399,16.5,5.52,0.001,1558.92
9400,14.07,6.08,0.0045,5946.5448
9401,7.86,18.49,0.0077,4933.148220000001
9402,9.82,4.59,0.0076,7120.63912
9403,16.64,38.19,0.0053,5451.147520000001
9404,5.63,27.23,0.0053,2171.38403
9405,13.2,2.84,0.0008,1026.0096
9406,15.64,5.51,0.0021,3103.4295599999996
9407,16.09,22.77,0.007,8698.414900000002
9408,19.41,18.84,0.0023,3623.22588
9409,13.0,19.08,0.0023,2419.5080000000003
9410,11.18,39.99,0.0079,5300.20322
9411,14.53,18.8,0.0072,8494.8192
9412,17.31,30.86,0.0056,6702.155039999999
9413,6.7,24.98,0.0016,804.2144
9414,5.87,19.08,0.0,0.0
9415,0.04,17.17,0.0006,1.9879199999999997
9416,18.18,10.34,0.0095,15485.178600000001
9417,9.95,34.53,0.0034,2214.8501
9418,15.44,32.07,0.0044,4614.8924799999995
9419,22.92,11.69,0.0059,11941.984680000001
9420,18.29,15.59,0.0095,14666.65955
9421,8.74,18.16,0.0003,214.58447999999999
9422,18.95,8.84,0.0057,9846.6474
9423,13.58,22.54,0.0051,5364.72468
9424,13.96,0.33,0.0012,1669.6718400000002
9425,22.34,1.42,0.0027,5946.148440000001
9426,11.6,36.17,0.0027,1999.1556
9427,15.24,1.26,0.0069,10383.10344
9428,23.16,8.25,0.005,10624.65
9429,21.06,23.66,0.0092,14791.02768
9430,23.57,34.53,0.0067,10338.95693
9431,10.49,14.12,0.0018,1621.5861599999998
9432,21.04,26.66,0.0003,462.92207999999994
9433,24.87,24.6,0.0038,7125.7524
9434,14.77,31.63,0.0067,6765.826830000001
9435,7.21,8.33,0.0022,1454.0695400000002
9436,1.06,36.99,0.0058,387.38548
9437,19.26,26.06,0.001,1424.0844000000002
9438,2.62,27.26,0.0054,1029.1255200000003
9439,23.76,7.34,0.0086,18933.77376
9440,4.66,6.52,0.0009,392.05512
9441,23.35,4.25,0.0073,16321.066250000002
9442,14.09,20.1,0.008,9006.328
9443,15.5,11.24,0.0009,1238.2019999999998
9444,17.35,1.29,0.0031,5309.1173499999995
9445,18.26,39.31,0.0044,4876.077360000001
9446,3.16,27.03,0.0083,1913.85716
9447,15.8,27.53,0.0044,5038.114400000001
9448,16.89,1.79,0.0014,2322.27366
9449,4.39,32.13,0.0082,2443.18426
9450,9.55,13.38,0.0007,579.0547000000001
9451,10.29,11.38,0.0083,7568.76834
9452,17.9,21.83,0.0094,13152.8842
9453,24.39,15.72,0.0028,5755.64976
9454,9.99,36.05,0.0058,3705.3908999999994
9455,16.3,23.68,0.0044,5473.6704
9456,16.05,38.86,0.0015,1471.9455
9457,8.58,15.63,0.0079,5718.76734
9458,4.6,38.85,0.0024,675.0959999999998
9459,15.82,10.07,0.0089,12661.964140000002
9460,19.03,23.89,0.0057,8255.72781
9461,18.37,20.33,0.0051,7464.04329
9462,14.08,14.88,0.0091,10906.255360000001
9463,20.49,38.25,0.0089,11260.791749999999
9464,13.07,14.87,0.0014,1557.70874
9465,15.09,7.35,0.0062,8668.1487
9466,24.3,25.75,0.0002,360.855
9467,8.57,27.14,0.0011,686.85122
9468,14.22,31.25,0.0074,7234.425000000001
9469,13.63,1.3,0.0007,941.6967
9470,6.25,16.06,0.0084,4406.85
9471,8.14,21.01,0.0069,4436.55234
9472,21.25,37.95,0.0002,263.71250000000003
9473,2.32,38.98,0.0024,339.75935999999996
9474,3.48,31.3,0.0026,621.5975999999999
9475,9.33,31.89,0.0095,6036.9298499999995
9476,21.05,14.34,0.0051,9196.029300000002
9477,12.72,37.61,0.0095,7539.207600000001
9478,20.11,21.64,0.01,15758.196
9479,14.61,27.89,0.0011,1158.8798100000001
9480,21.64,19.53,0.001,1741.3708
9481,19.25,17.65,0.0091,14425.66125
9482,3.35,9.84,0.0048,1449.7728
9483,16.35,9.33,0.0046,6819.2907
9484,12.3,23.59,0.0002,187.9686
9485,3.41,2.91,0.0011,364.18459
9486,5.57,39.29,0.0065,2198.00555
9487,13.79,38.14,0.0026,2217.9284399999997
9488,19.62,0.62,0.0015,2924.7534
9489,16.8,5.55,0.0025,3966.9
9490,21.48,17.59,0.0084,14869.40112
9491,18.52,37.16,0.0063,7331.9198400000005
9492,14.06,8.58,0.0084,10797.06768
9493,9.23,12.93,0.006,4821.936600000001
9494,23.73,0.59,0.0046,10851.39678
9495,9.2,37.26,0.0081,4675.384799999999
9496,21.02,13.3,0.002,3644.868
9497,19.69,24.65,0.0043,6379.65845
9498,11.79,23.11,0.0096,8702.71776
9499,24.14,27.91,0.0041,7135.03566
9500,7.51,2.78,0.0052,3796.635439999999
9501,8.18,13.3,0.0095,6737.456999999999
9502,20.38,18.82,0.0018,2978.0071199999993
9503,5.71,31.01,0.0078,3072.6766199999993
9504,10.1,4.22,0.0092,8899.877599999998
9505,4.66,26.04,0.0089,3067.4170400000007
9506,17.12,17.77,0.0086,12106.88736
9507,7.94,9.42,0.0075,5394.039
9508,7.78,28.42,0.0014,779.64936
9509,12.42,34.89,0.003,2425.9986
9510,17.4,33.99,0.0005,574.2869999999999
9511,20.07,10.61,0.0096,17222.95008
9512,4.54,6.6,0.0014,593.6504
9513,14.15,35.51,0.0085,7756.534750000001
9514,17.2,3.56,0.0077,12772.513600000002
9515,3.69,2.66,0.0071,2550.21066
9516,11.91,28.06,0.0067,5740.5961800000005
9517,7.89,34.18,0.0056,2908.19088
9518,1.53,18.87,0.0014,173.78045999999998
9519,15.63,7.93,0.0023,3309.82443
9520,4.07,16.81,0.0046,1557.4831800000002
9521,22.76,16.76,0.0011,2083.9966400000003
9522,18.06,18.81,0.0068,9970.781519999999
9523,20.36,37.02,0.0066,8463.000479999999
9524,19.95,28.76,0.0026,3695.218799999999
9525,10.0,35.24,0.0009,582.8399999999999
9526,12.16,34.68,0.0098,7784.05376
9527,1.52,34.3,0.003,299.592
9528,20.07,11.87,0.0083,14680.783529999999
9529,3.89,24.93,0.0053,1547.71819
9530,6.66,16.92,0.0023,1272.61944
9531,2.59,31.5,0.0064,1135.4560000000001
9532,15.14,29.45,0.0079,8438.203300000001
